"customer_id","explanation"
"SYNID0106592211","Risk decreased by: total_amount, max_amount, std_amount."
"SYNID0106592404","Risk decreased by: num_cheque, num_eft, max_amount."
"SYNID0106592607","Risk decreased by: income, num_eft, max_amount."
"SYNID0106592700","Risk decreased by: num_eft, num_abm, num_emt."
"SYNID0106592816","Risk decreased by: max_amount, num_cheque, std_amount."
"SYNID0106592861","Risk decreased by: num_transactions, max_amount, num_eft."
"SYNID0106592872","Risk decreased by: total_amount, num_wire, num_debit."
"SYNID0106592954","Risk decreased by: num_eft, num_wire, avg_amount."
"SYNID0106593666","Risk decreased by: total_amount, num_transactions, num_wire."
"SYNID0106594235","Risk decreased by: total_amount, num_transactions, num_wire."
"SYNID0106594366","Risk decreased by: total_amount, num_transactions, num_card."
"SYNID0106594436","Risk decreased by: num_transactions, num_emt, num_card."
"SYNID0106594477","Risk decreased by: income, total_amount, num_wire."
"SYNID0106594552","Risk decreased by: total_amount, num_wire, num_debit."
"SYNID0106594761","Risk decreased by: total_amount, max_amount, num_eft."
"SYNID0106594956","Risk decreased by: total_amount, num_wire, num_debit."
"SYNID0106595828","Risk decreased by: total_amount, max_amount, num_wire."
"SYNID0106595924","Risk decreased by: max_amount, num_abm, std_amount."
"SYNID0106596024","Risk decreased by: total_amount, num_wire, income."
"SYNID0106596335","Risk decreased by: num_eft, max_amount, num_transactions."
"SYNID0106596369","Risk decreased by: num_transactions, num_abm, num_eft."
"SYNID0106596451","Risk decreased by: total_amount, num_wire, num_cheque."
"SYNID0106596452","Risk decreased by: num_transactions, income, num_abm."
"SYNID0106596512","Risk decreased by: total_amount, num_wire, num_abm."
"SYNID0106596624","Risk decreased by: num_cheque, num_transactions, num_emt."
"SYNID0106596749","Risk decreased by: total_amount, num_eft, num_emt."
"SYNID0106596941","Risk decreased by: total_amount, avg_amount, std_amount."
"SYNID0106597054","Risk decreased by: max_amount, income, std_amount."
"SYNID0106597275","Risk decreased by: num_cheque, num_eft, num_abm."
"SYNID0106597327","Risk decreased by: num_emt, num_abm, num_transactions."
"SYNID0106597514","Risk decreased by: total_amount, income, num_wire."
"SYNID0106597707","Risk decreased by: income, num_abm, num_eft."
"SYNID0106597784","Risk decreased by: num_transactions, num_abm, num_eft."
"SYNID0106597809","Risk decreased by: num_transactions, num_emt, num_card."
"SYNID0106597847","Risk decreased by: total_amount, num_transactions, num_emt."
"SYNID0106598117","Risk decreased by: num_transactions, num_wire, num_emt."
"SYNID0106598268","Risk decreased by: num_cheque, num_eft, num_transactions."
"SYNID0106598293","Risk decreased by: total_amount, num_abm, num_wire."
"SYNID0106598372","Risk decreased by: total_amount, num_wire, num_debit."
"SYNID0106599106","Risk decreased by: total_amount, num_emt, num_wire."
"SYNID0106599594","Risk decreased by: total_amount, num_wire, num_cheque."
"SYNID0106599744","Risk decreased by: total_amount, num_wire, num_emt."
"SYNID0106599759","Risk decreased by: total_amount, num_eft, num_transactions."
"SYNID0106599858","Risk decreased by: total_amount, num_emt, num_wire."
"SYNID0106599883","Risk decreased by: total_amount, num_wire, num_card."
"SYNID0106600203","Risk decreased by: total_amount, num_abm, max_amount."
"SYNID0106600519","Risk decreased by: num_transactions, num_card, num_emt."
"SYNID0106600918","Risk decreased by: num_eft, income, num_transactions."
"SYNID0106601247","Risk decreased by: total_amount, num_eft, max_amount."
"SYNID0106601311","Risk decreased by: total_amount, num_abm, num_wire."
"SYNID0106601438","Risk decreased by: income, total_amount, num_abm."
"SYNID0106602077","Risk decreased by: num_eft, num_emt, num_transactions."
"SYNID0106602084","Risk decreased by: max_amount, num_eft, std_amount."
"SYNID0106602307","Risk decreased by: total_amount, num_wire, num_eft."
"SYNID0106602889","Risk decreased by: num_eft, num_transactions, num_card."
"SYNID0106603442","Risk decreased by: num_abm, num_eft, max_amount."
"SYNID0106603460","Risk decreased by: income, num_cheque, max_amount."
"SYNID0106603528","Risk decreased by: num_transactions, income, num_card."
"SYNID0106603960","Risk decreased by: num_eft, num_transactions, max_amount."
"SYNID0106604298","Risk decreased by: total_amount, income, num_wire."
"SYNID0106604612","Risk decreased by: max_amount, num_transactions, num_emt."
"SYNID0106605764","Risk decreased by: total_amount, num_wire, num_debit."
"SYNID0106605910","Risk decreased by: num_transactions, max_amount, num_card."
"SYNID0106606015","Risk decreased by: num_eft, num_wire, avg_amount."
"SYNID0106606040","Risk decreased by: max_amount, num_abm, std_amount."
"SYNID0106606089","Risk decreased by: num_eft, num_wire, num_emt."
"SYNID0106606425","Risk decreased by: num_cheque, num_eft, max_amount."
"SYNID0106606476","Risk decreased by: total_amount, num_abm, std_amount."
"SYNID0106606494","Risk decreased by: total_amount, num_wire, num_abm."
"SYNID0106606677","Risk decreased by: income, num_transactions, num_wire."
"SYNID0106608147","Risk decreased by: total_amount, num_transactions, num_wire."
"SYNID0106608237","Risk decreased by: num_transactions, num_emt, num_eft."
"SYNID0106608476","Risk decreased by: income, num_emt, num_wire."
"SYNID0106609079","Risk decreased by: income, num_transactions, num_card."
"SYNID0106609241","Risk decreased by: max_amount, num_emt, std_amount."
"SYNID0106609322","Risk decreased by: income, num_abm, num_cheque."
"SYNID0106609486","Risk decreased by: total_amount, num_wire, num_card."
"SYNID0106609921","Risk decreased by: total_amount, num_abm, num_wire."
"SYNID0106610091","Risk decreased by: total_amount, num_abm, num_wire."
"SYNID0106610348","Risk decreased by: num_eft, avg_amount, max_amount."
"SYNID0106610399","Risk decreased by: num_transactions, total_amount, num_abm."
"SYNID0106610748","Risk decreased by: num_eft, max_amount, std_amount."
"SYNID0106611019","Risk decreased by: max_amount, std_amount, avg_amount."
"SYNID0106611339","Risk decreased by: num_eft, num_abm, num_transactions."
"SYNID0106611391","Risk decreased by: num_cheque, num_abm, max_amount."
"SYNID0106611735","Risk decreased by: total_amount, num_abm, num_wire."
"SYNID0106612227","Risk decreased by: total_amount, num_transactions, num_wire."
"SYNID0106612347","Risk decreased by: total_amount, num_emt, num_wire."
"SYNID0106612878","Risk decreased by: num_transactions, num_card, num_wire."
"SYNID0106612949","Risk decreased by: num_eft, total_amount, num_emt."
"SYNID0106613085","Risk decreased by: income, num_transactions, num_card."
"SYNID0106613201","Risk decreased by: income, num_eft, num_transactions."
"SYNID0106613248","Risk decreased by: num_eft, max_amount, num_transactions."
"SYNID0106613255","Risk decreased by: total_amount, num_wire, num_debit."
"SYNID0106613361","Risk decreased by: num_transactions, num_abm, num_card."
"SYNID0106613438","Risk decreased by: total_amount, income, num_emt."
"SYNID0106613633","Risk decreased by: num_eft, num_transactions, num_wire."
"SYNID0106613798","Risk decreased by: total_amount, num_wire, num_debit."
"SYNID0106613820","Risk decreased by: total_amount, num_wire, num_debit."
"SYNID0106613922","Risk decreased by: num_eft, num_transactions, max_amount."
"SYNID0106614503","Risk decreased by: total_amount, num_eft, num_abm."
"SYNID0106615187","Risk decreased by: num_eft, num_emt, num_wire."
"SYNID0106616060","Risk decreased by: income, num_eft, num_transactions."
"SYNID0106616152","Risk decreased by: total_amount, num_emt, num_wire."
"SYNID0106616488","Risk decreased by: num_transactions, num_card, num_wire."
"SYNID0106616991","Risk decreased by: total_amount, income, num_wire."
"SYNID0106617013","Risk decreased by: total_amount, num_emt, num_wire."
"SYNID0106617015","Risk decreased by: num_eft, num_transactions, num_card."
"SYNID0106617272","Risk decreased by: num_eft, max_amount, num_transactions."
"SYNID0106617330","Risk decreased by: num_transactions, num_westernunion, total_amount."
"SYNID0106617749","Risk decreased by: total_amount, num_cheque, num_wire."
"SYNID0106619199","Risk decreased by: total_amount, num_wire, num_debit."
"SYNID0106619241","Risk decreased by: num_eft, num_transactions, num_wire."
"SYNID0106619339","Risk decreased by: total_amount, income, num_transactions."
"SYNID0106619500","Risk decreased by: num_cheque, max_amount, num_wire."
"SYNID0106619845","Risk decreased by: total_amount, num_wire, num_debit."
"SYNID0106619857","Risk decreased by: num_eft, num_transactions, num_cheque."
"SYNID0106619952","Risk decreased by: num_eft, num_transactions, num_wire."
"SYNID0106619995","Risk decreased by: num_eft, max_amount, num_wire."
"SYNID0106620156","Risk decreased by: income, num_eft, num_abm."
"SYNID0106620187","Risk decreased by: income, total_amount, num_transactions."
"SYNID0106620930","Risk decreased by: income, num_eft, num_transactions."
"SYNID0106621052","Risk decreased by: num_eft, max_amount, num_abm."
"SYNID0106621112","Risk decreased by: num_eft, income, max_amount."
"SYNID0106621449","Risk decreased by: num_cheque, num_eft, num_transactions."
"SYNID0106621621","Risk decreased by: total_amount, num_cheque, max_amount."
"SYNID0106622044","Risk decreased by: num_cheque, max_amount, income."
"SYNID0106622103","Risk decreased by: num_eft, num_wire, max_amount."
"SYNID0106622156","Risk decreased by: total_amount, num_cheque, num_emt."
"SYNID0106622447","Risk decreased by: num_cheque, num_eft, max_amount."
"SYNID0106622481","Risk decreased by: num_eft, avg_amount, num_wire."
"SYNID0106622794","Risk decreased by: num_transactions, num_eft, num_emt."
"SYNID0106622842","Risk decreased by: num_abm, num_eft, num_transactions."
"SYNID0106623149","Risk decreased by: num_westernunion, num_transactions, total_amount."
"SYNID0106623390","Risk decreased by: num_eft, num_transactions, num_wire."
"SYNID0106623482","Risk decreased by: total_amount, num_eft, num_wire."
"SYNID0106623637","Risk decreased by: total_amount, num_wire, num_emt."
"SYNID0106624254","Risk decreased by: max_amount, std_amount, num_eft."
"SYNID0106624678","Risk decreased by: num_eft, max_amount, num_wire."
"SYNID0106624718","Risk decreased by: max_amount, std_amount, num_eft."
"SYNID0106624763","Risk decreased by: max_amount, total_amount, std_amount."
"SYNID0106624778","Risk decreased by: num_transactions, num_card, num_eft."
"SYNID0106625190","Risk decreased by: max_amount, num_eft, num_transactions."
"SYNID0106625343","Risk decreased by: total_amount, num_emt, num_wire."
"SYNID0106625394","Risk decreased by: num_eft, max_amount, num_emt."
"SYNID0106625775","Risk decreased by: num_eft, total_amount, max_amount."
"SYNID0106625833","Risk decreased by: total_amount, num_wire, num_debit."
"SYNID0106625880","Risk decreased by: income, max_amount, num_abm."
"SYNID0106625898","Risk decreased by: total_amount, income, num_wire."
"SYNID0106625955","Risk decreased by: num_eft, max_amount, std_amount."
"SYNID0106626305","Risk decreased by: num_eft, max_amount, num_transactions."
"SYNID0106626393","Risk decreased by: num_eft, num_abm, total_amount."
"SYNID0106626464","Risk increased by: total_amount, income, num_wire."
"SYNID0106626615","Risk decreased by: total_amount, num_eft, num_transactions."
"SYNID0106626687","Risk decreased by: num_transactions, num_card, num_emt."
"SYNID0106626789","Risk decreased by: max_amount, std_amount, num_abm."
"SYNID0106626814","Risk decreased by: num_eft, num_emt, num_wire."
"SYNID0106626849","Risk decreased by: num_transactions, num_eft, max_amount."
"SYNID0106627220","Risk decreased by: total_amount, num_abm, num_cheque."
"SYNID0106627337","Risk decreased by: num_eft, num_transactions, num_card."
"SYNID0106627351","Risk decreased by: num_emt, max_amount, std_amount."
"SYNID0106627356","Risk decreased by: num_eft, income, max_amount."
"SYNID0106627522","Risk decreased by: num_eft, num_transactions, max_amount."
"SYNID0106627760","Risk decreased by: num_transactions, num_eft, num_emt."
"SYNID0106627887","Risk decreased by: num_transactions, max_amount, num_eft."
"SYNID0106627964","Risk decreased by: total_amount, income, num_wire."
"SYNID0106627989","Risk decreased by: num_eft, max_amount, num_wire."
"SYNID0106628026","Risk decreased by: num_transactions, num_emt, num_card."
"SYNID0106628099","Risk decreased by: num_eft, num_wire, num_cheque."
"SYNID0106628138","Risk decreased by: max_amount, num_eft, std_amount."
"SYNID0106628593","Risk decreased by: total_amount, num_wire, num_debit."
"SYNID0106628852","Risk decreased by: num_cheque, num_eft, num_wire."
"SYNID0106629665","Risk decreased by: num_eft, avg_amount, num_wire."
"SYNID0106630564","Risk decreased by: num_transactions, num_eft, num_card."
"SYNID0106630594","Risk decreased by: total_amount, num_abm, num_wire."
"SYNID0106630637","Risk decreased by: num_emt, num_eft, num_transactions."
"SYNID0106630906","Risk decreased by: income, num_eft, num_transactions."
"SYNID0106631050","Risk decreased by: total_amount, num_transactions, num_wire."
"SYNID0106631099","Risk decreased by: income, num_eft, num_emt."
"SYNID0106631128","Risk decreased by: num_cheque, max_amount, num_eft."
"SYNID0106631340","Risk decreased by: income, total_amount, num_eft."
"SYNID0106631438","Risk decreased by: num_eft, max_amount, std_amount."
"SYNID0106631521","Risk decreased by: num_cheque, num_transactions, max_amount."
"SYNID0106631580","Risk decreased by: total_amount, num_eft, num_wire."
"SYNID0106631620","Risk decreased by: num_transactions, num_emt, num_wire."
"SYNID0106632035","Risk decreased by: num_transactions, num_eft, num_card."
"SYNID0106632420","Risk decreased by: income, num_eft, num_transactions."
"SYNID0106632591","Risk decreased by: num_eft, num_emt, max_amount."
"SYNID0106632605","Risk decreased by: total_amount, num_emt, num_wire."
"SYNID0106632663","Risk decreased by: max_amount, income, std_amount."
"SYNID0106633043","Risk decreased by: num_transactions, num_emt, num_wire."
"SYNID0106633053","Risk decreased by: num_eft, num_abm, max_amount."
"SYNID0106633351","Risk decreased by: total_amount, num_transactions, max_amount."
"SYNID0106633701","Risk decreased by: total_amount, income, num_wire."
"SYNID0106633772","Risk decreased by: num_transactions, total_amount, num_emt."
"SYNID0106633946","Risk decreased by: num_cheque, max_amount, std_amount."
"SYNID0106634363","Risk decreased by: max_amount, num_cheque, std_amount."
"SYNID0106634662","Risk decreased by: total_amount, std_amount, max_amount."
"SYNID0106634773","Risk decreased by: num_cheque, max_amount, num_eft."
"SYNID0106634825","Risk decreased by: num_cheque, total_amount, num_transactions."
"SYNID0106634842","Risk decreased by: num_eft, max_amount, num_transactions."
"SYNID0106635043","Risk decreased by: total_amount, num_eft, num_abm."
"SYNID0106635322","Risk decreased by: max_amount, num_cheque, std_amount."
"SYNID0106635798","Risk decreased by: num_eft, num_abm, num_wire."
"SYNID0106635883","Risk decreased by: income, max_amount, num_eft."
"SYNID0106635947","Risk decreased by: total_amount, income, num_wire."
"SYNID0106636195","Risk decreased by: total_amount, num_emt, income."
"SYNID0106636291","Risk decreased by: total_amount, num_wire, num_debit."
"SYNID0106636345","Risk decreased by: total_amount, num_eft, std_amount."
"SYNID0106636722","Risk decreased by: income, num_eft, num_cheque."
"SYNID0106636729","Risk decreased by: total_amount, num_emt, num_wire."
"SYNID0106636916","Risk decreased by: total_amount, num_transactions, num_wire."
"SYNID0106637003","Risk decreased by: total_amount, num_transactions, num_eft."
"SYNID0106637281","Risk decreased by: num_transactions, total_amount, num_card."
"SYNID0106637334","Risk decreased by: num_cheque, num_eft, max_amount."
"SYNID0106637650","Risk decreased by: num_cheque, max_amount, num_wire."
"SYNID0106637707","Risk decreased by: total_amount, num_wire, num_debit."
"SYNID0106637878","Risk decreased by: total_amount, income, num_wire."
"SYNID0106638362","Risk decreased by: total_amount, num_westernunion, num_eft."
"SYNID0106638426","Risk decreased by: income, num_transactions, num_emt."
"SYNID0106639040","Risk decreased by: total_amount, num_wire, avg_amount."
"SYNID0106639117","Risk decreased by: total_amount, num_wire, avg_amount."
"SYNID0106639648","Risk decreased by: max_amount, std_amount, num_cheque."
"SYNID0106639859","Risk decreased by: total_amount, num_cheque, num_wire."
"SYNID0106639933","Risk decreased by: num_eft, num_wire, num_transactions."
"SYNID0106639944","Risk decreased by: num_cheque, income, num_eft."
"SYNID0106640432","Risk decreased by: num_transactions, max_amount, num_eft."
"SYNID0106640692","Risk decreased by: max_amount, total_amount, std_amount."
"SYNID0106640767","Risk decreased by: total_amount, num_wire, num_abm."
"SYNID0106641424","Risk decreased by: total_amount, std_amount, max_amount."
"SYNID0106641837","Risk decreased by: income, total_amount, num_cheque."
"SYNID0106642118","Risk decreased by: num_eft, num_transactions, num_wire."
"SYNID0106642378","Risk decreased by: total_amount, num_wire, num_debit."
"SYNID0106642537","Risk decreased by: num_eft, num_cheque, num_transactions."
"SYNID0106642638","Risk decreased by: total_amount, num_wire, num_debit."
"SYNID0106642877","Risk decreased by: income, total_amount, num_abm."
"SYNID0106643032","Risk decreased by: total_amount, num_wire, num_debit."
"SYNID0106643212","Risk decreased by: num_eft, income, num_transactions."
"SYNID0106643611","Risk decreased by: total_amount, num_cheque, num_abm."
"SYNID0106643651","Risk decreased by: income, max_amount, num_transactions."
"SYNID0106643993","Risk decreased by: num_cheque, num_eft, num_abm."
"SYNID0106644038","Risk decreased by: num_eft, max_amount, num_wire."
"SYNID0106644524","Risk decreased by: num_cheque, num_eft, num_abm."
"SYNID0106644584","Risk decreased by: num_transactions, num_cheque, num_eft."
"SYNID0106644672","Risk decreased by: total_amount, avg_amount, std_amount."
"SYNID0106644699","Risk decreased by: num_transactions, num_card, max_amount."
"SYNID0106644764","Risk decreased by: income, num_transactions, max_amount."
"SYNID0106645365","Risk decreased by: total_amount, num_wire, num_emt."
"SYNID0106645451","Risk decreased by: total_amount, income, num_wire."
"SYNID0106645485","Risk decreased by: total_amount, num_abm, num_eft."
"SYNID0106645530","Risk decreased by: total_amount, num_eft, num_wire."
"SYNID0106645562","Risk decreased by: total_amount, num_westernunion, num_wire."
"SYNID0106645723","Risk decreased by: num_emt, total_amount, num_wire."
"SYNID0106645741","Risk decreased by: total_amount, num_transactions, num_wire."
"SYNID0106646127","Risk decreased by: num_eft, num_cheque, num_emt."
"SYNID0106646193","Risk decreased by: income, max_amount, num_eft."
"SYNID0106646571","Risk decreased by: income, num_eft, max_amount."
"SYNID0106647041","Risk decreased by: total_amount, num_cheque, num_eft."
"SYNID0106647731","Risk decreased by: num_transactions, num_cheque, num_eft."
"SYNID0106647741","Risk decreased by: total_amount, income, avg_amount."
"SYNID0106647912","Risk decreased by: income, num_eft, num_transactions."
"SYNID0106648004","Risk decreased by: total_amount, num_abm, num_wire."
"SYNID0106648495","Risk decreased by: total_amount, max_amount, num_transactions."
"SYNID0106648606","Risk decreased by: num_eft, num_transactions, num_wire."
"SYNID0106648897","Risk decreased by: income, num_transactions, num_emt."
"SYNID0106648899","Risk decreased by: income, num_abm, total_amount."
"SYNID0106649163","Risk decreased by: num_cheque, max_amount, num_transactions."
"SYNID0106649893","Risk decreased by: num_eft, income, max_amount."
"SYNID0106650341","Risk decreased by: income, num_eft, num_transactions."
"SYNID0106650530","Risk decreased by: total_amount, num_wire, num_emt."
"SYNID0106650540","Risk decreased by: num_eft, num_transactions, max_amount."
"SYNID0106650674","Risk decreased by: num_transactions, max_amount, num_eft."
"SYNID0106650865","Risk decreased by: total_amount, num_wire, num_debit."
"SYNID0106651476","Risk decreased by: num_abm, num_transactions, total_amount."
"SYNID0106651618","Risk decreased by: num_transactions, num_card, num_eft."
"SYNID0106651640","Risk decreased by: total_amount, num_emt, num_wire."
"SYNID0106651740","Risk decreased by: total_amount, num_wire, num_emt."
"SYNID0106652032","Risk decreased by: total_amount, num_wire, avg_amount."
"SYNID0106652148","Risk decreased by: num_westernunion, num_eft, num_wire."
"SYNID0106652180","Risk decreased by: income, max_amount, num_eft."
"SYNID0106652309","Risk decreased by: income, num_cheque, num_eft."
"SYNID0106652395","Risk decreased by: num_eft, num_abm, max_amount."
"SYNID0106652631","Risk decreased by: num_cheque, num_transactions, num_eft."
"SYNID0106652778","Risk decreased by: max_amount, num_eft, std_amount."
"SYNID0106652982","Risk decreased by: total_amount, num_wire, num_cheque."
"SYNID0106653098","Risk decreased by: total_amount, num_wire, num_debit."
"SYNID0106653382","Risk decreased by: total_amount, num_abm, num_wire."
"SYNID0106653388","Risk decreased by: num_cheque, max_amount, std_amount."
"SYNID0106653637","Risk decreased by: num_eft, num_abm, max_amount."
"SYNID0106653697","Risk decreased by: max_amount, num_eft, std_amount."
"SYNID0106653827","Risk decreased by: num_eft, num_emt, num_wire."
"SYNID0106654336","Risk decreased by: income, total_amount, num_emt."
"SYNID0106654539","Risk decreased by: max_amount, num_transactions, num_abm."
"SYNID0106654894","Risk decreased by: num_cheque, num_transactions, num_emt."
"SYNID0106655136","Risk decreased by: income, total_amount, num_wire."
"SYNID0106655312","Risk decreased by: income, num_cheque, num_abm."
"SYNID0106655351","Risk decreased by: num_eft, max_amount, income."
"SYNID0106656012","Risk decreased by: total_amount, num_abm, num_emt."
"SYNID0106656941","Risk decreased by: num_cheque, num_emt, max_amount."
"SYNID0106656977","Risk decreased by: max_amount, num_eft, std_amount."
"SYNID0106657002","Risk decreased by: total_amount, num_wire, num_debit."
"SYNID0106657053","Risk decreased by: max_amount, num_eft, num_transactions."
"SYNID0106657152","Risk decreased by: num_cheque, num_eft, max_amount."
"SYNID0106657174","Risk decreased by: max_amount, std_amount, avg_amount."
"SYNID0106657512","Risk decreased by: total_amount, income, num_wire."
"SYNID0106657617","Risk decreased by: max_amount, num_cheque, num_eft."
"SYNID0106657702","Risk decreased by: total_amount, num_wire, num_debit."
"SYNID0106657782","Risk decreased by: num_cheque, income, max_amount."
"SYNID0106657789","Risk decreased by: num_eft, num_transactions, num_cheque."
"SYNID0106657904","Risk decreased by: num_eft, num_transactions, num_abm."
"SYNID0106657907","Risk decreased by: total_amount, num_abm, num_wire."
"SYNID0106658144","Risk decreased by: num_cheque, num_transactions, num_abm."
"SYNID0106658153","Risk decreased by: num_eft, num_transactions, num_wire."
"SYNID0106658167","Risk decreased by: max_amount, num_eft, num_transactions."
"SYNID0106658296","Risk decreased by: total_amount, num_abm, num_wire."
"SYNID0106658329","Risk decreased by: num_eft, num_wire, avg_amount."
"SYNID0106658427","Risk decreased by: num_cheque, num_eft, num_transactions."
"SYNID0106658449","Risk decreased by: num_eft, max_amount, std_amount."
"SYNID0106658493","Risk decreased by: num_eft, max_amount, avg_amount."
"SYNID0106658494","Risk decreased by: num_cheque, total_amount, max_amount."
"SYNID0106658606","Risk decreased by: num_transactions, num_eft, max_amount."
"SYNID0106659149","Risk decreased by: total_amount, num_wire, num_debit."
"SYNID0106659174","Risk decreased by: num_cheque, income, max_amount."
"SYNID0106659441","Risk decreased by: num_cheque, num_eft, max_amount."
"SYNID0106659925","Risk decreased by: num_abm, num_transactions, num_card."
"SYNID0106660480","Risk decreased by: total_amount, num_eft, num_wire."
"SYNID0106660496","Risk decreased by: num_transactions, num_card, num_wire."
"SYNID0106660540","Risk decreased by: max_amount, std_amount, avg_amount."
"SYNID0106660633","Risk decreased by: num_cheque, max_amount, num_eft."
"SYNID0106660638","Risk decreased by: income, num_cheque, num_eft."
"SYNID0106660775","Risk decreased by: total_amount, num_eft, num_wire."
"SYNID0106661074","Risk decreased by: max_amount, std_amount, num_transactions."
"SYNID0106661613","Risk decreased by: num_transactions, income, num_card."
"SYNID0106661715","Risk decreased by: num_cheque, max_amount, num_emt."
"SYNID0106661737","Risk decreased by: total_amount, num_wire, num_emt."
"SYNID0106661807","Risk decreased by: num_transactions, max_amount, num_abm."
"SYNID0106662017","Risk decreased by: max_amount, num_eft, std_amount."
"SYNID0106662026","Risk decreased by: total_amount, num_emt, num_wire."
"SYNID0106662304","Risk decreased by: num_eft, num_wire, avg_amount."
"SYNID0106662559","Risk decreased by: num_transactions, num_eft, num_emt."
"SYNID0106662923","Risk decreased by: max_amount, std_amount, avg_amount."
"SYNID0106663192","Risk decreased by: num_eft, num_transactions, num_wire."
"SYNID0106663218","Risk decreased by: num_eft, num_abm, num_transactions."
"SYNID0106663305","Risk decreased by: num_eft, total_amount, num_wire."
"SYNID0106663552","Risk decreased by: income, num_cheque, num_eft."
"SYNID0106663857","Risk decreased by: num_eft, num_abm, std_amount."
"SYNID0106664071","Risk decreased by: num_cheque, num_eft, num_transactions."
"SYNID0106664158","Risk decreased by: total_amount, num_wire, num_debit."
"SYNID0106664468","Risk decreased by: num_transactions, total_amount, num_abm."
"SYNID0106664622","Risk decreased by: total_amount, num_wire, num_debit."
"SYNID0106664645","Risk decreased by: total_amount, num_cheque, num_wire."
"SYNID0106664724","Risk decreased by: income, num_cheque, num_eft."
"SYNID0106664910","Risk decreased by: total_amount, num_transactions, num_card."
"SYNID0106665140","Risk decreased by: income, num_eft, total_amount."
"SYNID0106665425","Risk decreased by: num_transactions, max_amount, num_eft."
"SYNID0106665541","Risk decreased by: income, num_eft, num_transactions."
"SYNID0106665888","Risk decreased by: num_eft, num_emt, num_transactions."
"SYNID0106666209","Risk decreased by: total_amount, num_wire, num_cheque."
"SYNID0106666382","Risk decreased by: max_amount, num_transactions, income."
"SYNID0106666852","Risk decreased by: total_amount, num_abm, income."
"SYNID0106667102","Risk decreased by: num_abm, num_transactions, income."
"SYNID0106667666","Risk decreased by: num_emt, num_wire, std_amount."
"SYNID0106667811","Risk decreased by: num_transactions, num_card, num_eft."
"SYNID0106667849","Risk decreased by: income, num_abm, total_amount."
"SYNID0106668334","Risk decreased by: num_abm, num_transactions, num_wire."
"SYNID0106668989","Risk decreased by: num_cheque, income, max_amount."
"SYNID0106669280","Risk decreased by: num_cheque, total_amount, num_transactions."
"SYNID0106669454","Risk decreased by: num_eft, num_emt, num_transactions."
"SYNID0106669536","Risk decreased by: num_eft, num_cheque, max_amount."
"SYNID0106669733","Risk decreased by: num_transactions, num_eft, max_amount."
"SYNID0106669744","Risk decreased by: total_amount, num_transactions, num_card."
"SYNID0106669763","Risk decreased by: income, num_eft, max_amount."
"SYNID0106670377","Risk decreased by: num_cheque, max_amount, num_transactions."
"SYNID0106670506","Risk decreased by: max_amount, std_amount, num_eft."
"SYNID0106670920","Risk decreased by: num_eft, num_transactions, num_emt."
"SYNID0106671048","Risk decreased by: total_amount, num_wire, num_debit."
"SYNID0106671463","Risk decreased by: income, num_eft, max_amount."
"SYNID0106671588","Risk decreased by: total_amount, num_wire, num_eft."
"SYNID0106671624","Risk decreased by: num_cheque, num_wire, num_abm."
"SYNID0106671668","Risk decreased by: total_amount, avg_amount, num_wire."
"SYNID0106671718","Risk decreased by: total_amount, num_eft, num_emt."
"SYNID0106671987","Risk decreased by: num_transactions, num_abm, num_card."
"SYNID0106671997","Risk decreased by: max_amount, num_eft, std_amount."
"SYNID0106672318","Risk decreased by: num_eft, max_amount, income."
"SYNID0106672453","Risk decreased by: num_eft, num_wire, avg_amount."
"SYNID0106672665","Risk decreased by: total_amount, num_wire, num_debit."
"SYNID0106672808","Risk decreased by: total_amount, num_wire, num_debit."
"SYNID0106673366","Risk decreased by: num_abm, num_emt, num_eft."
"SYNID0106673390","Risk decreased by: max_amount, std_amount, avg_amount."
"SYNID0106673446","Risk decreased by: max_amount, income, num_eft."
"SYNID0106673758","Risk decreased by: income, num_transactions, num_card."
"SYNID0106673810","Risk decreased by: total_amount, income, num_wire."
"SYNID0106674153","Risk decreased by: income, num_cheque, num_transactions."
"SYNID0106674220","Risk decreased by: total_amount, num_abm, num_wire."
"SYNID0106674285","Risk decreased by: total_amount, num_wire, num_cheque."
"SYNID0106674434","Risk decreased by: num_emt, total_amount, num_wire."
"SYNID0106674593","Risk decreased by: max_amount, std_amount, avg_amount."
"SYNID0106674852","Risk decreased by: num_eft, max_amount, std_amount."
"SYNID0106675276","Risk decreased by: num_cheque, num_eft, num_transactions."
"SYNID0106675368","Risk decreased by: total_amount, num_abm, num_wire."
"SYNID0106675467","Risk decreased by: num_eft, max_amount, avg_amount."
"SYNID0106675561","Risk decreased by: income, num_transactions, num_cheque."
"SYNID0106675588","Risk decreased by: num_transactions, max_amount, num_emt."
"SYNID0106675810","Risk decreased by: num_eft, num_transactions, num_wire."
"SYNID0106676668","Risk decreased by: total_amount, num_emt, num_wire."
"SYNID0106676701","Risk decreased by: num_eft, num_transactions, num_abm."
"SYNID0106676828","Risk decreased by: total_amount, num_wire, num_debit."
"SYNID0106676908","Risk decreased by: income, max_amount, num_transactions."
"SYNID0106676959","Risk decreased by: num_cheque, num_eft, max_amount."
"SYNID0106677081","Risk decreased by: income, total_amount, num_emt."
"SYNID0106678292","Risk decreased by: num_abm, num_eft, max_amount."
"SYNID0106678325","Risk decreased by: max_amount, std_amount, avg_amount."
